username, created_at, lng, lat, text
iRyan_Dyke, Mon Feb 01 23:06:06 +0000 2021, -81.525181, 41.079550, We can all learn a thing or two from the children in our lives! _#positivity #bethesunshine #bebrave… https://t.co/GACNRc8tFN 
brownnshugaaa, Mon Feb 01 23:06:06 +0000 2021, -116.238001, 43.598033, If somebody don’t cuff me soon imma go back to bein the 2018 version of me and y’all ain’t bout to like that 🐕 
relentlesswilma, Mon Feb 01 23:06:06 +0000 2021, -118.480420, 34.022688, @RayDalio Sometimes I wish I had a mentor like you early in life. 
13BJack, Mon Feb 01 23:06:06 +0000 2021, -78.994640, 33.672845, @seanhannity Barry Got One For Breathing. 
soyjnn, Mon Feb 01 23:06:06 +0000 2021, -73.948775, 40.655138, ofc Twitter fucked with the resolution 🤧 brb gonna walk into traffic 
hammond_history, Mon Feb 01 23:06:06 +0000 2021, -82.627935, 34.529189, @Paul_Bowers I was a student at Wofford when they blew up the building that used to be there. Done on a Sunday morn… https://t.co/XFf1as0vzZ 
HWbroadway5, Mon Feb 01 23:06:06 +0000 2021, -74.006400, 40.714200, Just posted a video @ New York, New York https://t.co/pXZhkKVxsf 
UnfilteredRG, Mon Feb 01 23:06:07 +0000 2021, -86.561017, 36.009534, I liked Ted for being in favor of term limits &amp; against lobbyists!  Now it seems Rand Paul may be the only one left… https://t.co/PSCVGeYIsn 
AuntTfromTexas, Mon Feb 01 23:06:07 +0000 2021, -96.672767, 33.112317, @dxp7 @Anabananaa089 Happy Birthday!! 
shanyaxox_, Mon Feb 01 23:06:07 +0000 2021, -97.114771, 33.202495, I’m not a dress kind of bitch, I realize this every year on my bday. I love stilettos BUT dresses??? No❤️ 
ROGGER652, Mon Feb 01 23:06:07 +0000 2021, -103.504180, 25.711095, @glen0801 Órale te ves estupenda...linda tarde ✌️.😙 
raesincere, Mon Feb 01 23:06:07 +0000 2021, -80.846785, 35.209059, working hard for myself so i can only work for myself 
WestLoopTom, Mon Feb 01 23:06:07 +0000 2021, -87.732013, 41.833585, Sunset after 5pm. https://t.co/RT764WUjmR 
tooturntbri_, Mon Feb 01 23:06:07 +0000 2021, -121.250664, 38.805335, bro we are never going to get out of this fucking pandemic 
jayrophoto, Mon Feb 01 23:06:07 +0000 2021, -73.847280, 40.710090, Just posted a photo @ Eddie's Sweet Shop https://t.co/rbIJT8tQi0 
Don_tbone, Mon Feb 01 23:06:07 +0000 2021, -73.924135, 40.828749, Me &amp; the little one filming in the park!! @ Bronx, NY https://t.co/FS5dxizKYH 
SouthernerSays, Mon Feb 01 23:06:07 +0000 2021, -84.763010, 33.379917, @FoodTravelist It's not January anymore 😅 
kaylaalexis_, Mon Feb 01 23:06:07 +0000 2021, -73.849441, 40.850347, From now on whenever I know a snow storm coming ima book a flight. This was dumb. 
Youre_Next_Punk, Mon Feb 01 23:06:07 +0000 2021, -73.968542, 40.780709, @TMKSESPN @Rosenbergradio wow, that was great!! Congrats @RonKillings. Thanks for airing it live. 
tmj_ma_retail, Mon Feb 01 23:06:08 +0000 2021, -71.316172, 42.633425, We're hiring in #Lowell, MA! Click the link in our bio to apply to this job and more: Merchandise Associate 92 Old… https://t.co/wi05k3M3tc 
FitBlonde19, Mon Feb 01 23:06:08 +0000 2021, -87.962102, 41.618612, Covid shot part 1 reaction https://t.co/rvPMnQydw2 
riponstrong, Mon Feb 01 23:06:08 +0000 2021, -121.120598, 37.741141, @coach_lyons47 Yes sir. Very interested! 
Jermane01286847, Mon Feb 01 23:06:08 +0000 2021, -82.669467, 40.365160, https://t.co/QmudnWQJ7O 
YurieYoshida3, Mon Feb 01 23:06:08 +0000 2021, -73.968542, 40.780709, @Ciel_358 勇気あるな〜て… 
itsmeimtheone, Mon Feb 01 23:06:08 +0000 2021, -76.888770, 38.861673, @KayeEllen17 We are praying. I am asking my church to pray for her and your family. We are standing with you. 
yungksm1, Mon Feb 01 23:06:08 +0000 2021, -75.117998, 40.004866, i miss my dad...he ain’t deserve that shit! 
charlesn898, Mon Feb 01 23:06:08 +0000 2021, -79.420865, 38.003376, @ReesusP @soccermom5600 Rank hath its privileges... 
mistertilde, Mon Feb 01 23:06:08 +0000 2021, -92.944030, 44.920040, ez @ Woodbury, Minnesota https://t.co/4tekp23NHi 
kitsunerojo, Mon Feb 01 23:06:09 +0000 2021, -73.948775, 40.655138, #watching 📺 https://t.co/WwPNz5aluw 
swindellium, Mon Feb 01 23:06:09 +0000 2021, -78.895441, 35.990983, Support your local artists, even if the art is hot garbage. 
TayHughes_Music, Mon Feb 01 23:06:09 +0000 2021, -86.925612, 35.729712, @SW20Country I’m so excited!!! https://t.co/LFB21f0LnL 
arei_prybylla, Mon Feb 01 23:06:09 +0000 2021, -104.789327, 38.888519, the “bettering yourself” process is not always pretty. today i stood in the mirror and cried because i didn’t like… https://t.co/BC8KrU88yM 
roydenogletree, Mon Feb 01 23:06:09 +0000 2021, -97.169156, 31.547449, Count the rings crowd is upset about this one 
jvzanghi, Mon Feb 01 23:06:09 +0000 2021, -82.125268, 28.785138, @ZEUS__78 Lamar and josh Allen get ripped unfairly. 
Spritzke12, Mon Feb 01 23:06:09 +0000 2021, -86.270540, 45.001180, Mom said “I wonder why the electric is so high..” I have every light on in the house 😂😂 
williamzuri, Mon Feb 01 23:06:09 +0000 2021, -79.980689, 40.431389, @KA_Coleman You are 
GMBanks19, Mon Feb 01 23:06:09 +0000 2021, -77.101999, 38.880845, @JIMarine_ This the crackhead shit we talking about 
snark23, Mon Feb 01 23:06:10 +0000 2021, -73.831187, 40.670879, @Rosenbergradio will have 5 for 5 instead of a 30 for 30 @RealMichaelKay @TMKSESPN @DonLagreca @TMKSonYES 
resistforthest1, Mon Feb 01 23:06:10 +0000 2021, -121.524429, 45.705130, Good vibes 
mogo2x, Mon Feb 01 23:06:10 +0000 2021, -97.552161, 35.482844, I'm just sayeen https://t.co/QMa9Y5KO28 
papii_joaquin, Mon Feb 01 23:06:10 +0000 2021, -84.433106, 33.767195, https://t.co/OxXimPDLe5 
hftjobs, Mon Feb 01 23:06:10 +0000 2021, -121.274889, 38.679023, Can you recommend anyone for this job in #CitrusHeights, CA? https://t.co/ySb2eZdwHV #CustomerService 
x_envyc, Mon Feb 01 23:06:10 +0000 2021, -83.890192, 32.548263, this is why i shop at the ytpipo walmart bc a mf started shooting at mine🤦🏽‍♀️ 
brodobutter, Mon Feb 01 23:06:10 +0000 2021, -100.076888, 31.168893, @monky_on_bike 😑 
thegreenheron, Mon Feb 01 23:06:10 +0000 2021, -81.845664, 41.442401, @J75201 Oh, I’m sorry to hear that. 😢 I am sure she lives on in your heart. ❤️ 
BrussoBryce, Mon Feb 01 23:06:10 +0000 2021, -71.103722, 42.395403, 2 inches in west Somerville. @PeteNBCBoston @ericfisher @jreineron7 @KevinBoston25 @HarveyWCVB @MetMikeWCVB… https://t.co/GGCnAVzfTA 
royalpanamanian, Mon Feb 01 23:06:10 +0000 2021, -117.881969, 34.087543, @_krobz Stud muffin alert 
Abarca70, Mon Feb 01 23:06:10 +0000 2021, -118.411907, 34.020789, @andrewvaldes_ Make me one of these and I'll pay u 
Blogtownbycjg, Mon Feb 01 23:06:10 +0000 2021, -93.278974, 44.876290, @NPR No. They need to be FIRED. 
boostmobile5G, Mon Feb 01 23:06:10 +0000 2021, -73.948775, 40.655138, LMFAOOOOOOOO AKAJDKSH https://t.co/EU76AXjBpl 
shane_meadows2, Mon Feb 01 23:06:10 +0000 2021, -117.562152, 34.121670, perks of being friends with someone w a 3 letter gamer tag on xbox is whenever we join lobbies people always think… https://t.co/AiCnghMUR0 
tedi_prif, Mon Feb 01 23:06:11 +0000 2021, -73.984684, 41.016710, @FirstLadyNJ Hope you and your husband sleep well knowing you have killed hundreds of thousands of Americans becaus… https://t.co/i9bheVQFqv 
LA_Gringo, Mon Feb 01 23:06:11 +0000 2021, -118.377313, 33.854669, @disclosetv The next pandemic? 🤔🤨🧐 
J_C_Terencio, Mon Feb 01 23:06:11 +0000 2021, -73.849441, 40.850347, @PedroMCasals Ya entendiste también la trama de trumpeta! Decir q le hicieron fraude. Cojer de P. a los donantes y… https://t.co/TWclqkpFCB 
boomit12, Mon Feb 01 23:06:11 +0000 2021, -83.963842, 35.982470, @FelixJBerrios just bouncing along my merry way tryna get some sun 🤠😎 
belladondadaaa_, Mon Feb 01 23:06:11 +0000 2021, -86.793917, 33.542237, Letting my baby brother know who the real star of the family is cause sometimes he forget 🥱😭😍 https://t.co/B60cO4eZ65 
jshenaoc, Mon Feb 01 23:06:12 +0000 2021, -74.006400, 40.714200, El invierno puede ser más lindo que el verano si lo pasas al lado de quien más quieres! #nevada2020❄️☃️… https://t.co/V2e6LVIUxA 
RonDaaaadon, Mon Feb 01 23:06:12 +0000 2021, -91.090800, 30.459100, All 3 of my QB’s some bozos so idm to me at this point 
xoyannnaaaa, Mon Feb 01 23:06:12 +0000 2021, -82.432361, 28.076861, idccc . 
Rick0424, Mon Feb 01 23:06:12 +0000 2021, -77.354506, 44.239795, #RIPDustinDiamond 😔 
Cassperloc, Mon Feb 01 23:06:12 +0000 2021, -115.135165, 36.060964, @ttyrionnnn @SAlexanderia https://t.co/k7sHnH8Hqt 
DannyE3P, Mon Feb 01 23:06:12 +0000 2021, -121.873730, 37.331159, He has my vote and support 
BpTrigga, Mon Feb 01 23:06:12 +0000 2021, -73.831187, 40.670879, Us a week later🥰 https://t.co/HB2Ubv1Z1Q 
tyyaunaaa, Mon Feb 01 23:06:13 +0000 2021, -80.132962, 25.816966, if you ever get caught play dead POSSUM MODE 
UDonovian, Mon Feb 01 23:06:13 +0000 2021, -79.420865, 38.003376, @dvdpeters @tcburkejr That's just a seal who hasn't written a book yet. 
syddnight, Mon Feb 01 23:06:13 +0000 2021, -86.084905, 40.758219, https://t.co/GmqJg2zUln 
mikejchau, Mon Feb 01 23:06:13 +0000 2021, -73.843580, 40.720480, Gorgeous spread from @luckycatdimsum, DM to order tons of excellent different dumplings and buns🥟👌🏽👌🏽👌🏽… https://t.co/KPFinn3vDz 
MabryMindy, Mon Feb 01 23:06:13 +0000 2021, -89.126471, 35.783242, https://t.co/zdl1zpR0d7 MADE FROM CANCER CELLS...NEW THERAPIES AND VAXXS MADE FOR YOU TO BELIEVE TO SAVE YOU ARE GOING TO KILL YOU 
MetroBrewing, Mon Feb 01 23:06:13 +0000 2021, -87.732013, 41.833585, We're currently pouring two different coffee beers on nitro. .25L pours are $5. .5L pours are $9. Liter pours are $… https://t.co/AMVGZ43EM2 
rach_a_williams, Mon Feb 01 23:06:13 +0000 2021, -90.247824, 38.653771, Broken Windows Theory https://t.co/TQf8Pjj1VH 
DJJNOW, Mon Feb 01 23:06:13 +0000 2021, -90.247824, 38.653771, Sweet dream!!!!!!! 
Stalweezus, Mon Feb 01 23:06:13 +0000 2021, -83.099288, 42.352787, Guess I’ll be tuning in again https://t.co/s1vxWG6erE 
Rob_Volpe, Mon Feb 01 23:06:13 +0000 2021, -81.467536, 28.474759, Just posted a photo @ Universal Studios Florida https://t.co/ZPCUoCX8hR 
UFCKNDIDIT, Mon Feb 01 23:06:14 +0000 2021, -73.584266, 40.648987, My snapchat is just dirty today...lemme let this 24hrs run out... 
BrendanFetters, Mon Feb 01 23:06:14 +0000 2021, -78.515337, 35.959024, @BMwanda_Edu @CMMSCougars Just sent you a DM. 😊 
DirtyyMoneyy_, Mon Feb 01 23:06:14 +0000 2021, -84.777571, 37.581400, https://t.co/bx0QL6ouQY 
EdelitoszWay, Mon Feb 01 23:06:14 +0000 2021, -73.849441, 40.850347, Bloody money 
bradxperez, Mon Feb 01 23:06:14 +0000 2021, -80.883981, 35.410351, 😂😂😂 
SusanVV3, Mon Feb 01 23:06:14 +0000 2021, -73.817847, 42.856244, @JoJoFromJerz @Jim_Jordan You are the idiot.  How many people died on Joe’s watch today, while he and commie Harris… https://t.co/PmHRIKB3vp 
MetroBrewing, Mon Feb 01 23:06:14 +0000 2021, -87.732013, 41.833585, Javatron features Kyoto Black Signature Blend. Selected for its luscious chocolatey tones, pillowy marshmallow flav… https://t.co/B1NgqNqYJo 
forzarevilo, Mon Feb 01 23:06:14 +0000 2021, -118.411907, 34.020789, @American_red13 He doesn't smoke at all 
NotYetMinistry, Mon Feb 01 23:06:14 +0000 2021, -115.234435, 36.018805, @RBReich Exactly! I have never understood the practice. Thanks 
hodl_phoenix, Mon Feb 01 23:06:14 +0000 2021, -122.044814, 37.592159, @ptrygomandible اندکی صبر سحر نزدیک است. 
kkisslandxo, Mon Feb 01 23:06:15 +0000 2021, -73.948775, 40.655138, @jccaylen Copped the beanie so fast lmao 
MrKevinThornton, Mon Feb 01 23:06:15 +0000 2021, -84.433106, 33.767195, @EmmanuelAcho @people You are a star to us brutha 
murrayx2, Mon Feb 01 23:06:15 +0000 2021, -82.672903, 27.795720, He is such an asswipe. 
freegameprod, Mon Feb 01 23:06:15 +0000 2021, -95.354355, 29.597672, Just posted a photo @ The Hookah Hideout Pearland https://t.co/UT5ynM0bHj 
LordTavon, Mon Feb 01 23:06:15 +0000 2021, -79.420865, 38.003376, @mixedbykm @onlydetaun Lmao my guy is different 
Kaylababyyy97, Mon Feb 01 23:06:15 +0000 2021, -79.467812, 36.078021, @AyeeItsErika I'd rather not 🥴🤢 
leonaldihno7, Mon Feb 01 23:06:15 +0000 2021, -121.681758, 36.805075, @Queen_yoana Thank You! Se te agradece 
Tippo_Felangus, Mon Feb 01 23:06:15 +0000 2021, -117.104989, 32.810012, @crispycrimes That reminds me of way back when I used to watch chuggaaconroy play fire red and he got to a new area… https://t.co/5LzhICxVbQ 
Jaydaaacapri1, Mon Feb 01 23:06:15 +0000 2021, -83.173867, 32.678207, BIG KT♥️ . 
IlliniMJ, Mon Feb 01 23:06:16 +0000 2021, -87.507793, 38.023644, @WinoJimbow Anxiously awaiting what you think! 🤔😳😉 
katelynrrivera, Mon Feb 01 23:06:16 +0000 2021, -98.321263, 29.590815, i’ve been watching rhinoplasty tiktoks for an hour straight 🥴 
UbikWintermute, Mon Feb 01 23:06:16 +0000 2021, -123.123581, 49.257639, @cpfc_sean Would be a steal on a free transfer. 
YaNum1DreadHead, Mon Feb 01 23:06:16 +0000 2021, -122.230222, 38.114777, Call me Lil Stovetop 🍳 i always got the burner 😈🔥 @yanum1dreadhead @yvnum1drevdhevd #yanum1dreadhead… https://t.co/zersqsDbuU 
vomitvixen, Mon Feb 01 23:06:16 +0000 2021, -74.441104, 40.488195, @hylianprincesa I honestly don’t know how I made it this far with this smooth ass brain 
Analisa_Swan, Mon Feb 01 23:06:16 +0000 2021, -118.325145, 34.182160, This cause is close to my heart - please sign: https://t.co/NVFhgsqSQU 
RealDAWC, Mon Feb 01 23:06:16 +0000 2021, -90.247824, 38.653771, Blessings Are Coming Soon 
2PatDaHoncho, Mon Feb 01 23:06:16 +0000 2021, -79.861034, 35.170499, 🅱️ Day gift 👀👀 
cdbishop2000, Mon Feb 01 23:06:16 +0000 2021, -82.422508, 34.813459, Let justice prevail. Stand in the gap and make a difference https://t.co/ML1DM4Iz75 
limbauka, Mon Feb 01 23:06:16 +0000 2021, -82.669467, 40.365160, for 2017, my number would be in the thousands (#formerdisneycastmember) 
GShular, Mon Feb 01 23:06:16 +0000 2021, -81.248786, 42.948841, Back to in-class learning today. It’s 6:00 and I just fell asleep on the couch! It was so nice to be back in the building with students. 
Keef_Cakez, Mon Feb 01 23:06:16 +0000 2021, -87.732013, 41.833585, I wonder if people feel stupid when they get their order from a small business after trying to bash them because of… https://t.co/2Y12qoMqj4 
smross2112, Mon Feb 01 23:06:16 +0000 2021, -75.770041, 42.746617, @BenNollWeather Brewster NY https://t.co/CPW4dx80k7 
JayExodus, Mon Feb 01 23:06:17 +0000 2021, -117.022695, 38.502147, Ali ain’t playing with yall no more💀 
minda33, Mon Feb 01 23:06:17 +0000 2021, -93.389864, 41.938228, @toddvs35 Big if true 
franceslorrainn, Mon Feb 01 23:06:17 +0000 2021, -118.411907, 34.020789, I am ready to chop off my hair!! These curls are not cooperating 😔 
Young_____Simba, Mon Feb 01 23:06:17 +0000 2021, -89.876449, 32.571032, 😭😭😭 
MetroBrewing, Mon Feb 01 23:06:17 +0000 2021, -87.732013, 41.833585, Jitterator features Kunjin, a single origin coffee from Papua New Guinea with a light-medium roast. Chosen for its… https://t.co/ujfbAvrz8i 
maiyawalker, Mon Feb 01 23:06:17 +0000 2021, -93.361321, 46.441861, Happy birthday @Harry_Styles 
Hd_770, Mon Feb 01 23:06:17 +0000 2021, -96.291649, 30.585471, @ahmed_wdc @MutlaqHPM @Ab_Bakashwain التصرف كان جميل و مبادرة طيبة ..التنمر على المستضيف و ليس على الضيف. فالمستض… https://t.co/XO7pRrtyi9 
schofieldkid249, Mon Feb 01 23:06:17 +0000 2021, -94.370308, 35.357253, https://t.co/IZFmFr0IaP 
ahverdejo, Mon Feb 01 23:06:17 +0000 2021, -95.528400, 29.854800, Monday afternoon hoops over at Dean where the Mustangs are taking on visiting Bleyl.Here's some eighth grade acti… https://t.co/QlENOvX11Q 
ahhitsayanna, Mon Feb 01 23:06:18 +0000 2021, -111.738566, 33.295215, Y’all I’ve never been in a relationship that didn’t end up on and off before the year mark. Take time. Take time fo… https://t.co/4fFgjnpJeT 
edkaka10, Mon Feb 01 23:06:18 +0000 2021, -70.996328, 42.419201, O frota parou de fude a grete para fude  o povo? 
SnipedPaulie, Mon Feb 01 23:06:18 +0000 2021, -73.708745, 40.703539, @SonoTravels ily🖤 
Marisa_512, Mon Feb 01 23:06:18 +0000 2021, -97.754724, 30.323346, @beckssma Distracting you from reading 😌 
iembot_ctp, Mon Feb 01 23:06:18 +0000 2021, -76.990000, 39.790000, At 4:40 PM EST, Pennville [York Co, PA] TRAINED SPOTTER reports SNOW of 8.10 INCH https://t.co/cvsAEuW9yk 
TruthofMay, Mon Feb 01 23:06:18 +0000 2021, -92.436774, 38.304558, @nattflixx @paintedIife Yes it’s the best 
JohnL02127, Mon Feb 01 23:06:18 +0000 2021, -71.088712, 42.313670, @maureencaught Do NOT jinx us! 
GenesisCareers, Mon Feb 01 23:06:18 +0000 2021, -72.762913, 41.752238, Core values of honesty, respect, teamwork, enjoyment, focus, creativity and discipline are Genesis’ guiding princip… https://t.co/124SXnX5PF 
thedatadonald, Mon Feb 01 23:06:18 +0000 2021, -82.640141, 27.510810, @MLevitt_NP2013 I keep describing it as a bouncing ball. Each bounce is lower than the first. 
team_afn, Mon Feb 01 23:06:18 +0000 2021, -81.872308, 26.640628, Want to join #TeamAFN? We're hiring! Click to apply: Bilingual Spanish Loan Officer - https://t.co/gRD9yOQpnj #Sales 
PrinceIman_, Mon Feb 01 23:06:19 +0000 2021, -73.948775, 40.655138, You can always count on Facebook with the bullshit. 😂😂😂😂😂 https://t.co/EyzP0Wio2I 
tmj_IDT_jobs, Mon Feb 01 23:06:19 +0000 2021, -111.983771, 43.474744, See our latest Ammon, ID Hourly job opportunity and click the link in our bio to apply: Host at Texas Roadhouse #Host #Hostess 
TomDowdPIN, Mon Feb 01 23:06:19 +0000 2021, -77.604684, 41.117936, Ok.... I need these! #Nike @Nike 
tmj_NH_transp, Mon Feb 01 23:06:19 +0000 2021, -71.439807, 42.764776, Want to work at Penske Truck Leasing? We're hiring in Hudson, NH! Click the link in our bio for details on this job… https://t.co/UpoxPU4KSZ 
MereKatKat, Mon Feb 01 23:06:19 +0000 2021, -75.770041, 42.746617, Trying to make my Super Bowl picks and it’s so hard to root for either of these teams #SuperBowl https://t.co/pKH4pXyVSs 
Kiezz9, Mon Feb 01 23:06:19 +0000 2021, -80.146568, 39.478155, @NickScott_11 Thanks bruddah! only way is up from here 
Among_Tony, Mon Feb 01 23:06:19 +0000 2021, -78.903355, 38.070931, *pink panther theme songs* 
Bankboy_Kv, Mon Feb 01 23:06:19 +0000 2021, -89.922029, 35.133521, Blessed to receive my first offer from Nebraska Wesleyan University! #AG2G #jointhepack @WhitehavenTiger… https://t.co/xQaoWGapAV 
KylePHarrisATC, Mon Feb 01 23:06:19 +0000 2021, -75.057703, 39.907895, Making soup tonight. Feels like a good night for soup. #cookingathome 
guyhayman, Mon Feb 01 23:06:20 +0000 2021, -122.174194, 39.924473, @daisymae31806 😊❤️🐾 
ALE_MARIN, Mon Feb 01 23:06:20 +0000 2021, -115.579879, 30.156488, Jajajaja me vuelve loquita de amor 😍😍 https://t.co/sFWwijkYjS 
Michael_A_Orr, Mon Feb 01 23:06:20 +0000 2021, -122.630908, 45.536402, @davisjsn https://t.co/kzk8EBh2Hn 
kstonejones, Mon Feb 01 23:06:20 +0000 2021, -71.812438, 42.275760, @Elizabe99030610 @quinncy @enter_username @RedWeatherTiger @aduke5 Maybe it is true!   I have heard giraffes are the same 🤷🏻‍♀️ 
WilliamsBob75, Mon Feb 01 23:06:20 +0000 2021, -73.948775, 40.655138, Am reminded of another deadline day involving Will Grigg and Sunderland 
Columbus_Todd, Mon Feb 01 23:06:20 +0000 2021, -82.985772, 39.994684, "So just people in the hallways." It's so good to have a REAL @PressSec.  Well done! 👏👏👏 
BlueKnightGree2, Mon Feb 01 23:06:20 +0000 2021, -106.417430, 31.793368, Yay!!! Heero X Duo all the way lol 
BCSouthCampus, Mon Feb 01 23:06:20 +0000 2021, -80.234061, 26.007791, Just posted a photo @ Broward College South Campus https://t.co/dBKTSkyHnZ 
misledgeekme, Mon Feb 01 23:06:20 +0000 2021, -79.272570, 43.629311, @ctvedmonton Good luck Alberta. Hoping for the best. 
Rich_Bobbe, Mon Feb 01 23:06:21 +0000 2021, -75.028639, 39.789530, @EmmanuelAcho @people https://t.co/F9XSmKM00f 
kevin23792895, Mon Feb 01 23:06:21 +0000 2021, -117.603783, 34.045158, @Gei4Mei Thanks mei 
humorofphilly, Mon Feb 01 23:06:21 +0000 2021, -75.117998, 40.004866, People use the word scam too loosely. Just say it ain’t work out for you fam 🤣 
VinnieParise, Mon Feb 01 23:06:21 +0000 2021, -88.223062, 41.623959, Tony DeAngelo has played his last game as a member of the New York Rangers, according to their GM. I hope he has pl… https://t.co/Ep4yBjCzta 
LivvieStar, Mon Feb 01 23:06:21 +0000 2021, -97.747500, 30.267700, Sunday was a perfect day for flying kites 🪁 #familyfun #lovekites #sundayfun2021 #supersunday2021 @ Austin, Texas https://t.co/1OEHTa99Yd 
Add06203244, Mon Feb 01 23:06:21 +0000 2021, -74.169213, 41.336838, @DovMorell @IshayFridman טעות חשבתי שזה פוסט הזה https://t.co/NsgVFRf4b3 
tsmclarney, Mon Feb 01 23:06:21 +0000 2021, -73.948775, 40.655138, never cared much for ham 
mplvrg, Mon Feb 01 23:06:21 +0000 2021, -119.306608, 37.269176, Yup not anymore 🤮🤮🤮😬 
timefrozen, Mon Feb 01 23:06:21 +0000 2021, -72.702430, 41.759950, Just posted a photo @ TimeFrozen Photography https://t.co/XlvwqRFgMe 
angelicjuju, Mon Feb 01 23:06:21 +0000 2021, -83.173867, 32.678207, Call me Green Lantern because I’m doing parkour off buildings while killing criminals 💀 
MrOttochian, Mon Feb 01 23:06:21 +0000 2021, -75.770041, 42.746617, 🤦🏻‍♂️ So sad! 
trey_spann2, Mon Feb 01 23:06:21 +0000 2021, -96.835249, 33.150140, @mannyyobaseki @Ck2Sports Yesuhh! 
iXeno, Mon Feb 01 23:06:22 +0000 2021, -121.941580, 37.758225, @whomeverett Celentano = genius. 
molls_balls16, Mon Feb 01 23:06:22 +0000 2021, -86.441236, 39.766555, Why are men? 
CoachGabe2, Mon Feb 01 23:06:22 +0000 2021, -77.688536, 43.251452, @MLBNetworkRadio 154 Game schedule ? Seriously we are talking 8 games off the schedule! Is this a Joke! @espn @MLB https://t.co/cZEpGir7xZ 
scottbecher, Mon Feb 01 23:06:22 +0000 2021, -80.233328, 25.782353, @NU_Sports Amazing salute! 
jrhunt, Mon Feb 01 23:06:22 +0000 2021, -118.411907, 34.020789, @warfuric https://t.co/1W7H7Im2s0 
OBPD, Mon Feb 01 23:06:22 +0000 2021, -89.849456, 34.956389, Virtual story time with the Olive Branch Police Department! Check out today’s story. 📖😁https://t.co/I7Cd2iHCdW https://t.co/iwpySCF4iB 
ChrisDorflinger, Mon Feb 01 23:06:22 +0000 2021, -69.985937, 41.830578, @dariusaniunas It was as rough as I’ve seen it. It look like salt spray was blowing across route 6 by salt pond 
EJ1una, Mon Feb 01 23:06:22 +0000 2021, -88.223062, 41.623959, Early stream today. Class meeting at 8:30pm! Online classes go crazy. LFG #LateNightLuna 🌙 https://t.co/feNA2lB47Z 
taniith, Mon Feb 01 23:06:22 +0000 2021, -71.103722, 42.395403, Update: scaling, labels, and status LED. Had to shrink the graph to accommodate max values.Now just button labels… https://t.co/MZIHSc4UVc 
radblkmuslimahx, Mon Feb 01 23:06:22 +0000 2021, -73.968542, 40.780709, @dezolationrow Not surprised by it hun whatsoever, it’s racism and it’s tiring 
GeorgiaHSCheer, Mon Feb 01 23:06:22 +0000 2021, -83.173867, 32.678207, Good luck to the Mt. Paran Christian Eagles as you prepare for Sectionals this weekend! #ghsacheer2021 https://t.co/AwVR2jzFWH 
Jermane01286847, Mon Feb 01 23:06:22 +0000 2021, -82.669467, 40.365160, https://t.co/hcSq83cl1T 
MalcolmREi, Mon Feb 01 23:06:22 +0000 2021, -73.950000, 40.650000, 🥶❄️🌨☃️🌬 Posted @withregram • @brownstonepropertygroup Another snowy day in Brooklyn, bundle up out there! ❄️ Repost… https://t.co/U766KmCGNV 
Mannyfraga9, Mon Feb 01 23:06:22 +0000 2021, -118.411907, 34.020789, Tried flor de lima for the first time today and it’s lowkey pretty fire 😋 
spendleton01, Mon Feb 01 23:06:22 +0000 2021, -97.454799, 32.761695, There is gold, and a multitude of rubies: but the lips of knowledge are a precious jewel.Proverbs 20:15 
mitchellswag, Mon Feb 01 23:06:22 +0000 2021, -93.756100, 41.636688, @zachhamilton37 Conspiracy Theories: A Conspiracy Theory 
hzxuanxuan, Mon Feb 01 23:06:22 +0000 2021, -121.979527, 37.523645, 出发南京，去吃盐水“鸭”#南京美食，我来啦 https://t.co/iGYVDEccc4 
rides55, Mon Feb 01 23:06:23 +0000 2021, -100.168717, 25.778679, @AlejandroSanz excelente documental Alejandro !! 
test5geo1798, Mon Feb 01 23:06:23 +0000 2021, -118.411907, 34.020789, TEST_GEO_Hierarchy: cff0a1b6-3fa6-46b1-9e8c-f15269e50f40 
test5geo1798, Mon Feb 01 23:06:23 +0000 2021, -119.306608, 37.269176, TEST_GEO_Hierarchy: f169d815-95f5-4fa4-bff1-170271debb4d 
ar00069, Mon Feb 01 23:06:23 +0000 2021, -98.245675, 26.240690, @JMartz_ifbb Carpet dont match the drapes thats why lol 
promixr, Mon Feb 01 23:06:23 +0000 2021, -73.831187, 40.670879, @NYDailyNews @RutgersU Ban NYC Carriage Rides 
mangoismylove, Mon Feb 01 23:06:23 +0000 2021, -73.080698, 40.868447, #n12weather https://t.co/VeiAzlJUzN 
CBCHarp, Mon Feb 01 23:06:24 +0000 2021, -77.493170, 37.529883, @1AlbertPerez @86Prescott No but I’m sure we would in DC lol 
TaoDaoMan, Mon Feb 01 23:06:24 +0000 2021, -112.315212, 33.439296, Great thread on Israeli/US war mongering on Iran.⬇️✔⬇️⬇️✔ 
IvoryDream1, Mon Feb 01 23:06:24 +0000 2021, -117.104989, 32.810012, Wow.  That takes away any excuse for not doing it 38 times over 
raavvennn, Mon Feb 01 23:06:24 +0000 2021, -100.076888, 31.168893, @carter_cetara give me your loyalty because love is overrated or whatever BLXST said. 
andyvanderveen, Mon Feb 01 23:06:24 +0000 2021, -84.407200, 42.244100, 💯@garyvee ❤ you brother! @ Jackson, Michigan https://t.co/vOqLC0sNjj 
chrisallen_kc, Mon Feb 01 23:06:24 +0000 2021, -94.808085, 38.886623, @giovanniggarcia @gretchyn_allen 😂😂😂 touché 
